date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_indoor_relative_humidity,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-06-03T11:00:00Z,76.2,75.5,42,72,71,4.200000000000003,4.5
2019-06-13T13:00:00Z,74.8,75,72.7,68,68,6.799999999999997,7
2019-06-13T14:00:00Z,78,79.7,70.5,68,68,10,11.700000000000003
2019-06-13T15:00:00Z,79.7,81.6,61.9,70,70,9.700000000000003,11.599999999999994
2019-06-13T16:00:00Z,79.9,81.9,60.3,73.9,74,6,7.900000000000006
2019-06-13T17:00:00Z,80,82,61.4,73.9,74,6.099999999999994,8
2019-06-13T18:00:00Z,80,81.9,59.9,64.9,65,15.099999999999994,16.900000000000006
2019-06-13T19:00:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T20:00:00Z,80.4,82,59.3,66,66,14.400000000000006,16
2019-06-13T21:00:00Z,80.7,82.9,59.8,64.9,65,15.799999999999997,17.900000000000006
2019-06-13T22:00:00Z,80.6,82.1,55.5,64.9,65,15.699999999999989,17.099999999999994
2019-06-13T23:00:00Z,80.3,81.1,51.9,63,62,17.299999999999997,19.099999999999994
2019-06-14T00:00:00Z,79.7,80.3,48.6,62.1,61,17.6,19.299999999999997
2019-06-14T01:00:00Z,79.2,79.4,46.7,61,60,18.200000000000003,19.400000000000006
2019-06-14T02:00:00Z,78.9,78.8,46,60.1,59,18.800000000000004,19.799999999999997
2019-06-14T03:00:00Z,78.3,78,41.4,60.1,59,18.199999999999996,19
2019-06-14T04:00:00Z,78,77.6,40.7,61,59,17,18.599999999999994
2019-06-14T05:00:00Z,77.2,76.5,39.3,61,59,16.200000000000003,17.5
2019-06-14T06:00:00Z,76.2,75.3,40.1,62.1,61,14.100000000000001,14.299999999999997
2019-06-14T07:00:00Z,75.4,74.7,41.8,64,63,11.400000000000006,11.700000000000003
2019-06-14T08:00:00Z,76.1,75.4,43.4,63,62,13.099999999999994,13.400000000000006
2019-06-14T09:00:00Z,79,78.9,43.4,64,63,15,15.900000000000006
2019-06-14T10:00:00Z,81.3,81.3,42.8,66.9,66,14.399999999999991,15.299999999999997
2019-06-14T11:00:00Z,81.3,81.3,43.4,69.1,68,12.200000000000003,13.299999999999997
2019-06-14T12:00:00Z,80.2,80.2,43.3,71.1,70,9.100000000000009,10.200000000000003
2019-06-14T13:00:00Z,79.4,79.4,43.2,71.1,70,8.300000000000011,9.400000000000006
2019-06-14T14:00:00Z,78.9,78.5,43.6,73.9,72,5,6.5
2019-06-14T15:00:00Z,78.6,78,44.3,75,74,3.5999999999999943,4
2019-06-14T16:00:00Z,78.8,78.9,46.6,75.9,75,2.8999999999999915,3.9000000000000057
2019-06-14T17:00:00Z,79.2,79.6,46.9,75.9,75,3.299999999999997,4.599999999999994
2019-06-14T18:00:00Z,79.7,80,45.8,75,74,4.700000000000003,6
2019-06-14T19:00:00Z,80,80.1,44.5,73.9,73,6.099999999999994,7.099999999999994
2019-06-14T20:00:00Z,80.4,81,46.4,72,71,8.400000000000006,10
2019-06-14T21:00:00Z,80.8,81.3,49.1,70,69,10.799999999999997,12.299999999999997
2019-06-14T22:00:00Z,81,82,51.5,66.9,66,14.099999999999994,16
2019-06-14T23:00:00Z,81.2,82,51.7,66.9,66,14.299999999999997,16
2019-06-15T00:00:00Z,81.5,82.3,51.5,66,65,15.5,17.299999999999997
2019-06-15T01:00:00Z,81.8,83,51.5,64,63,17.799999999999997,20
2019-06-15T02:00:00Z,81.8,83,52.6,63,62,18.799999999999997,21
2019-06-15T03:00:00Z,81.5,83,53.9,62.1,61,19.4,22
2019-06-15T04:00:00Z,81.2,82.4,54.2,61,60,20.200000000000003,22.400000000000006
2019-06-15T05:00:00Z,80.9,82,54.6,61,60,19.900000000000006,22
2019-06-15T06:00:00Z,80.6,82,54.9,61,60,19.599999999999994,22
2019-06-15T07:00:00Z,80.3,81.5,54.2,64,63,16.299999999999997,18.5
2019-06-15T08:00:00Z,80.1,81,53.7,66,65,14.099999999999994,16
2019-06-15T09:00:00Z,79.9,81,52,68,67,11.900000000000006,14
2019-06-15T10:00:00Z,79.6,80.7,51.7,70,69,9.599999999999994,11.700000000000003
2019-06-15T11:00:00Z,79.7,81,51.8,75,75,4.700000000000003,6
2019-06-15T12:00:00Z,79.7,80.4,49.6,80.1,80,-0.3999999999999915,0.4000000000000057
2019-06-15T13:00:00Z,80.1,81,48.4,82,81,-1.9000000000000057,0
2019-06-15T14:00:00Z,80.8,81.2,48.3,82.9,82,-2.1000000000000085,-0.7999999999999972
2019-06-15T15:00:00Z,81.4,82,47.8,84,83,-2.5999999999999943,-1
2019-06-15T16:00:00Z,81.8,82,45.8,82.9,81,-1.1000000000000085,1
2019-06-15T17:00:00Z,82.3,82.5,46.4,82,81,0.29999999999999716,1.5
2019-06-15T18:00:00Z,82.8,84.2,52.4,81,80,1.7999999999999972,4.200000000000003
2019-06-15T19:00:00Z,83.4,85.2,54.4,79,79,4.400000000000006,6.200000000000003
2019-06-15T20:00:00Z,83.6,85.8,55.3,78.1,78,5.5,7.799999999999997
2019-06-15T21:00:00Z,83.8,86.4,56.6,77,77,6.799999999999997,9.400000000000006
2019-06-15T22:00:00Z,84.1,86.9,56.4,73.9,73,10.199999999999989,13.900000000000006
2019-06-15T23:00:00Z,84.2,86,53.2,73,73,11.200000000000003,13
2019-06-16T00:00:00Z,83.8,85,50.2,73,73,10.799999999999997,12
2019-06-16T01:00:00Z,83.2,84,48.9,72,71,11.200000000000003,13
2019-06-16T02:00:00Z,83.1,84,49.1,73,73,10.099999999999994,11
2019-06-16T03:00:00Z,82.9,83.6,48.7,72,72,10.900000000000006,11.599999999999994
2019-06-16T04:00:00Z,82.6,83,48.7,71.1,71,11.5,12
2019-06-16T05:00:00Z,82.2,83,48.5,71.1,71,11.100000000000009,12
2019-06-16T06:00:00Z,82,83,49.2,71.1,71,10.900000000000006,12
2019-06-16T07:00:00Z,81.9,82.8,49.3,72,72,9.900000000000006,10.799999999999997
2019-06-16T08:00:00Z,81.8,82.5,50.6,73.9,74,7.8999999999999915,8.5
2019-06-16T09:00:00Z,82.2,83.6,52.9,78.1,78,4.1000000000000085,5.599999999999994
2019-06-16T10:00:00Z,82.6,83.9,51,79,80,3.5999999999999943,3.9000000000000057
2019-06-16T11:00:00Z,83.1,84.4,52.5,79,80,4.099999999999994,4.400000000000006
2019-06-16T12:00:00Z,83.6,85.8,55.6,82,83,1.5999999999999943,2.799999999999997
2019-06-16T13:00:00Z,84.3,86.3,54.1,84,85,0.29999999999999716,1.2999999999999972
2019-06-16T14:00:00Z,84.8,87,53.1,86,88,-1.2000000000000028,-1
2019-06-16T15:00:00Z,85,87,53.2,84,86,1,1
2019-06-16T16:00:00Z,85.1,87.9,54.1,86,88,-0.9000000000000057,-0.09999999999999432
2019-06-16T17:00:00Z,85.5,88.3,54.5,84.9,88,0.5999999999999943,0.29999999999999716
2019-06-16T18:00:00Z,85.6,88.8,54.9,84.9,88,0.6999999999999886,0.7999999999999972
2019-06-16T19:00:00Z,85.6,89,56.1,84,88,1.5999999999999943,1
2019-06-16T20:00:00Z,86.2,92,61.5,77,78,9.200000000000003,14
2019-06-16T21:00:00Z,88,97.8,65.5,77,79,11,18.799999999999997
2019-06-16T22:00:00Z,87.8,98,66.9,77,78,10.799999999999997,20
2019-06-16T23:00:00Z,86.6,96.1,69.3,75,76,11.599999999999994,20.099999999999994
2019-06-17T00:00:00Z,86.4,94.8,67.1,77,78,9.400000000000006,16.799999999999997
2019-06-17T01:00:00Z,86.2,93.6,65.3,77,78,9.200000000000003,15.599999999999994
2019-06-17T02:00:00Z,86.2,93.3,65.1,78.1,80,8.100000000000009,13.299999999999997
2019-06-17T03:00:00Z,86,91.3,60.7,75.9,77,10.099999999999994,14.299999999999997
2019-06-17T04:00:00Z,85.4,89.2,57.9,75.9,77,9.5,12.200000000000003
2019-06-17T05:00:00Z,85.3,89.2,58.5,73.9,75,11.399999999999991,14.200000000000003
2019-06-17T06:00:00Z,85.5,90,59.6,75.9,77,9.599999999999994,13
2019-06-17T07:00:00Z,85.6,90,59.5,77,78,8.599999999999994,12
2019-06-17T08:00:00Z,85.6,89.8,58.8,82,83,3.5999999999999943,6.799999999999997
2019-06-17T09:00:00Z,85.5,89.1,56.7,84.9,86,0.5999999999999943,3.0999999999999943
2019-06-17T10:00:00Z,85.3,88,53.7,84.9,86,0.3999999999999915,2
2019-06-17T11:00:00Z,85.4,88.1,53.7,88,90,-2.5999999999999943,-1.9000000000000057
2019-06-17T12:00:00Z,85.7,88.7,53.8,88,89,-2.299999999999997,-0.29999999999999716
2019-06-17T13:00:00Z,86.3,88.2,50.1,89.1,90,-2.799999999999997,-1.7999999999999972
2019-06-17T14:00:00Z,86.9,89.2,49.8,87.1,90,-0.19999999999998863,-0.7999999999999972
2019-06-17T15:00:00Z,87.4,90.7,51.9,86,91,1.4000000000000057,-0.29999999999999716
2019-06-17T16:00:00Z,87.4,92.8,57,82,85,5.400000000000006,7.799999999999997
2019-06-17T17:00:00Z,87.5,93.7,58.9,82,86,5.5,7.700000000000003
2019-06-17T18:00:00Z,87.6,93.2,57.8,81,84,6.599999999999994,9.200000000000003
2019-06-17T19:00:00Z,87.6,93,57,81,85,6.599999999999994,8
2019-06-17T20:00:00Z,87.4,93,57.9,79,82,8.400000000000006,11
2019-06-17T21:00:00Z,87.3,93.3,59,78.1,80,9.200000000000003,13.299999999999997
2019-06-17T22:00:00Z,87,93,60.4,77,78,10,15
2019-06-17T23:00:00Z,86.7,93.5,62.4,75,77,11.700000000000003,16.5
2019-06-18T00:00:00Z,86.5,93.8,64,73.9,75,12.599999999999994,18.799999999999997
2019-06-18T01:00:00Z,86.4,93.5,64.6,73,74,13.400000000000006,19.5
2019-06-18T02:00:00Z,86.4,94.4,65.9,73,74,13.400000000000006,20.400000000000006
2019-06-18T03:00:00Z,86.5,94.5,65.9,73,74,13.5,20.5
2019-06-18T04:00:00Z,86.6,95,67,73,74,13.599999999999994,21
2019-06-18T05:00:00Z,86.4,94.8,66.9,73,74,13.400000000000006,20.799999999999997
2019-06-18T06:00:00Z,86.2,94.9,67.9,73.9,75,12.299999999999997,19.900000000000006
2019-06-18T07:00:00Z,86.1,94.2,67.2,75,76,11.099999999999994,18.200000000000003
2019-06-18T08:00:00Z,86,94,66.7,75.9,77,10.099999999999994,17
2019-06-18T09:00:00Z,86.1,94,66.4,79,82,7.099999999999994,12
2019-06-18T10:00:00Z,86.5,94.6,66.3,84,91,2.5,3.5999999999999943
2019-06-18T11:00:00Z,86.8,94.4,64.3,81,85,5.799999999999997,9.400000000000006
2019-06-18T12:00:00Z,86.7,94.4,64.6,84.9,91,1.7999999999999972,3.4000000000000057
2019-06-18T13:00:00Z,87,96,66.8,84.9,89,2.0999999999999943,7
2019-06-18T14:00:00Z,87.1,93.1,59.4,86,89,1.0999999999999943,4.099999999999994
2019-06-18T15:00:00Z,87.3,92.2,56.3,84.9,87,2.3999999999999915,5.200000000000003
2019-06-18T16:00:00Z,87.4,91.8,54.8,84.9,88,2.5,3.799999999999997
2019-06-18T17:00:00Z,87.6,92.7,55.8,84,86,3.5999999999999943,6.700000000000003
2019-06-18T18:00:00Z,87.9,93.3,56.6,82.9,85,5,8.299999999999997
2019-06-18T19:00:00Z,88.2,94.3,57.6,82.9,85,5.299999999999997,9.299999999999997
2019-06-18T20:00:00Z,88.4,95.4,58.9,78.1,79,10.300000000000011,16.400000000000006
2019-06-18T21:00:00Z,87.4,92.6,56.6,77,78,10.400000000000006,14.599999999999994
2019-06-18T22:00:00Z,87.1,92.1,57.3,75,76,12.099999999999994,16.099999999999994
2019-06-18T23:00:00Z,86.8,92.2,59.2,73,74,13.799999999999997,18.200000000000003
2019-06-19T00:00:00Z,87,93.9,62.2,73,74,14,19.900000000000006
2019-06-19T01:00:00Z,87.3,95.8,64.7,73,74,14.299999999999997,21.799999999999997
2019-06-19T02:00:00Z,87.3,95.8,64.5,73,74,14.299999999999997,21.799999999999997
2019-06-19T03:00:00Z,87.1,95,64,73,74,14.099999999999994,21
2019-06-19T04:00:00Z,86.9,95,64.3,73,74,13.900000000000006,21
2019-06-19T05:00:00Z,86.8,94.1,63.4,73,74,13.799999999999997,20.099999999999994
2019-06-19T06:00:00Z,86.7,94.1,64.5,73,74,13.700000000000003,20.099999999999994
2019-06-19T07:00:00Z,86.7,94.2,64.6,73.9,75,12.799999999999997,19.200000000000003
2019-06-19T08:00:00Z,86.6,94.4,65,73.9,75,12.699999999999989,19.400000000000006
2019-06-19T09:00:00Z,86.5,93.8,64,75.9,77,10.599999999999994,16.799999999999997
2019-06-19T10:00:00Z,86.4,93,63,77,78,9.400000000000006,15
2019-06-19T11:00:00Z,86.5,93,62.3,80.1,83,6.400000000000006,10
2019-06-19T12:00:00Z,86.8,93.2,61.6,84,89,2.799999999999997,4.200000000000003
2019-06-19T13:00:00Z,87.2,93.4,60,81,85,6.200000000000003,8.400000000000006
2019-06-19T14:00:00Z,87.5,94.2,59.8,82.9,88,4.599999999999994,6.200000000000003
2019-06-19T15:00:00Z,87.9,95.1,60.6,82.9,88,5,7.099999999999994
2019-06-19T16:00:00Z,88,95.6,61,82.9,88,5.099999999999994,7.599999999999994
2019-06-19T17:00:00Z,88.3,97.9,63.8,82,87,6.299999999999997,10.900000000000006
2019-06-19T18:00:00Z,88.5,98.2,63.6,82,87,6.5,11.200000000000003
2019-06-19T19:00:00Z,88.7,98,62.8,82,87,6.700000000000003,11
2019-06-19T20:00:00Z,88.4,97.9,64,78.1,81,10.300000000000011,16.900000000000006
2019-06-19T21:00:00Z,88.3,100.2,68.5,77,79,11.299999999999997,21.200000000000003
2019-06-19T22:00:00Z,88.3,101.6,70.8,77,79,11.299999999999997,22.599999999999994
2019-06-19T23:00:00Z,88.3,101.5,70.9,77,79,11.299999999999997,22.5
2019-06-20T00:00:00Z,88.5,101.6,69.9,75.9,77,12.599999999999994,24.599999999999994
2019-06-20T01:00:00Z,88.7,102.9,70.9,75,76,13.700000000000003,26.900000000000006
2019-06-20T02:00:00Z,88.7,102,70,75,76,13.700000000000003,26
2019-06-20T03:00:00Z,88.6,101.5,69.7,75,76,13.599999999999994,25.5
2019-06-20T04:00:00Z,88.4,101,69.5,75,76,13.400000000000006,25
2019-06-20T05:00:00Z,88.2,100.2,69.1,75,76,13.200000000000003,24.200000000000003
2019-06-20T06:00:00Z,88,99.7,69,75,76,13,23.700000000000003
2019-06-20T07:00:00Z,87.7,99,69.2,75.9,77,11.799999999999997,22
2019-06-20T08:00:00Z,87.5,98.6,68.8,78.1,81,9.400000000000006,17.599999999999994
2019-06-20T09:00:00Z,87.2,96.7,67.4,82,88,5.200000000000003,8.700000000000003
2019-06-20T10:00:00Z,87.3,96.9,66.8,84,90,3.299999999999997,6.900000000000006
2019-06-20T11:00:00Z,87.6,97,65.7,86,92,1.5999999999999943,5
2019-06-20T12:00:00Z,88,96.7,63.2,86,92,2,4.700000000000003
2019-06-20T13:00:00Z,88.4,96.7,61.6,87.1,93,1.3000000000000114,3.700000000000003
2019-06-20T14:00:00Z,88.7,96.5,59.4,91.9,97,-3.200000000000003,-0.5
2019-06-20T15:00:00Z,89,97,59.1,89.1,94,-0.09999999999999432,3
2019-06-20T16:00:00Z,89.4,96.1,55.6,90,91,-0.5999999999999943,5.099999999999994
2019-06-20T17:00:00Z,89.9,95.4,52.2,88,88,1.9000000000000057,7.400000000000006
2019-06-20T18:00:00Z,90.4,97.1,53.7,86,87,4.400000000000006,10.099999999999994
2019-06-20T19:00:00Z,90.5,97.1,53.3,84,85,6.5,12.099999999999994
2019-06-20T20:00:00Z,90.3,96.9,53.3,82.9,84,7.3999999999999915,12.900000000000006
2019-06-20T21:00:00Z,90,95.8,52.5,82,83,8,12.799999999999997
2019-06-20T22:00:00Z,89.8,96,53.8,77,78,12.799999999999997,18
2019-06-20T23:00:00Z,89.4,97.4,58.2,73.9,75,15.5,22.400000000000006
2019-06-21T00:00:00Z,89.3,98.7,61.3,73,74,16.299999999999997,24.700000000000003
2019-06-21T01:00:00Z,89.2,98.8,61.9,73,74,16.200000000000003,24.799999999999997
2019-06-21T02:00:00Z,89.4,98.3,60.3,73,74,16.400000000000006,24.299999999999997
2019-06-21T03:00:00Z,89.2,96.5,57.3,73.9,74,15.299999999999997,22.5
2019-06-21T04:00:00Z,88.9,94.6,54.8,73.9,74,15,20.599999999999994
2019-06-21T05:00:00Z,88.4,93.1,53.4,73,73,15.400000000000006,20.099999999999994
2019-06-21T06:00:00Z,88.1,92.7,53.5,73.9,74,14.199999999999989,18.700000000000003
2019-06-21T07:00:00Z,87.4,90.5,51,73.9,74,13.5,16.5
2019-06-21T08:00:00Z,86.6,88.6,49.3,73.9,74,12.699999999999989,14.599999999999994
2019-06-21T09:00:00Z,86.2,88.2,50,73.9,74,12.299999999999997,14.200000000000003
2019-06-21T10:00:00Z,85.2,86,47.2,78.1,78,7.1000000000000085,8
2019-06-21T11:00:00Z,84.3,84.9,46.4,78.1,78,6.200000000000003,6.900000000000006
2019-06-21T12:00:00Z,84,84,45.1,79,79,5,5
2019-06-21T13:00:00Z,84,83.9,43.4,81,81,3,2.9000000000000057
2019-06-21T14:00:00Z,84.4,84,41.9,82,81,2.4000000000000057,3
2019-06-21T15:00:00Z,84.8,84.2,40.9,82,81,2.799999999999997,3.200000000000003
2019-06-21T16:00:00Z,85.4,84.4,38.6,82.9,82,2.5,2.4000000000000057
2019-06-21T17:00:00Z,86,85.6,40.4,82,81,4,4.599999999999994
2019-06-21T18:00:00Z,86.3,86.1,42.4,81,81,5.299999999999997,5.099999999999994
2019-06-21T19:00:00Z,86.4,87,44.3,79,79,7.400000000000006,8
2019-06-21T20:00:00Z,86.6,87.2,45.3,78.1,78,8.5,9.200000000000003
2019-06-21T21:00:00Z,86.7,88,45.9,77,76,9.700000000000003,12
2019-06-21T22:00:00Z,86.4,86.4,42.3,75.9,75,10.5,11.400000000000006
2019-06-21T23:00:00Z,85.8,85,38.5,73.9,73,11.899999999999991,12
2019-06-22T00:00:00Z,85.5,84.4,37.9,73,72,12.5,12.400000000000006
2019-06-22T01:00:00Z,85.4,84.8,39,71.1,70,14.300000000000011,14.799999999999997
2019-06-22T02:00:00Z,85.2,84,38.6,70,69,15.200000000000003,15
2019-06-22T03:00:00Z,84.8,84,37.9,68,67,16.799999999999997,17
2019-06-22T04:00:00Z,84.4,83.1,37.6,66.9,66,17.5,17.099999999999994
2019-06-22T05:00:00Z,84,83,37.8,66,65,18,18
2019-06-22T06:00:00Z,83.4,82,36.3,66.9,66,16.5,16
2019-06-22T07:00:00Z,82.8,82,36.6,71.1,70,11.700000000000003,12
2019-06-22T08:00:00Z,82.3,81.4,38,73,72,9.299999999999997,9.400000000000006
2019-06-22T09:00:00Z,82.1,81.7,40.6,75,74,7.099999999999994,7.700000000000003
2019-06-22T10:00:00Z,82.2,81.7,41,78.1,77,4.1000000000000085,4.700000000000003
2019-06-22T11:00:00Z,83,82.5,42,79,78,4,4.5
2019-06-22T12:00:00Z,84.1,84.1,44,80.1,80,4,4.099999999999994
2019-06-22T13:00:00Z,85.1,85.1,43.5,81,80,4.099999999999994,5.099999999999994
2019-06-22T14:00:00Z,86,86,42.6,81,80,5,6
2019-06-22T15:00:00Z,86.8,86.8,41,82,80,4.799999999999997,6.799999999999997
2019-06-22T16:00:00Z,88.8,87.9,36.4,82,80,6.799999999999997,7.900000000000006
2019-06-22T17:00:00Z,89.9,88.6,33.4,81,80,8.900000000000006,8.599999999999994
2019-06-22T18:00:00Z,89.6,87.6,30.7,80.1,79,9.5,8.599999999999994
